id_poliza,id_asegurado,numero_poliza,ramo,fecha_inicio_vigencia,fecha_fin_vigencia,monto_asegurado,suma_asegurada,prima,deducible,canal_venta,ciudad,tipo_cobertura,estado_poliza
pol-c77f7b53,ase-146e982c,POL-147C1DE254AA,VEHICULOS,2026-03-20T09:47:46.54532+00:00,2027-03-20T09:47:46.54532+00:00,38438.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-ce904fe3,ase-9680d223,POL-70D94411CD0A,VEHICULOS,2026-04-13T09:47:46.54532+00:00,2027-04-13T09:47:46.54532+00:00,26496.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-9ba6dc75,ase-30426b21,POL-F43B530D1D9A,VEHICULOS,2026-03-04T09:47:46.54532+00:00,2027-03-04T09:47:46.54532+00:00,33750.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-0ab3052f,ase-16cceeb5,POL-2A43682A4678,VEHICULOS,2026-04-11T09:47:46.54532+00:00,2027-04-11T09:47:46.54532+00:00,31239.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-e7bb3b19,ase-842266b2,POL-6C1508363E76,VEHICULOS,2026-03-09T09:47:46.54532+00:00,2027-03-09T09:47:46.54532+00:00,43120.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-e820fa10,ase-2198b8eb,POL-3B6E419B4DA2,VEHICULOS,2026-03-05T09:47:46.54532+00:00,2027-03-05T09:47:46.54532+00:00,12576.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-f2628c12,ase-5f955e0c,POL-E0B46026131F,VEHICULOS,2026-03-03T09:47:46.54532+00:00,2027-03-03T09:47:46.54532+00:00,34675.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-30a854c9,ase-9b15b18d,POL-A515657EF8F2,VEHICULOS,2026-04-27T09:47:46.54532+00:00,2027-04-27T09:47:46.54532+00:00,27979.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-9991472a,ase-e5b635b1,POL-55773462D05B,VEHICULOS,2026-03-01T09:47:46.54532+00:00,2027-03-01T09:47:46.54532+00:00,33032.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-1d163213,ase-01c39030,POL-C1C6AAF6C5CD,VEHICULOS,2026-05-13T09:47:46.54532+00:00,2027-05-13T09:47:46.54532+00:00,37288.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-9fd4f53f,ase-0dfb71a1,POL-28FEE872D593,VEHICULOS,2026-03-19T09:47:46.54532+00:00,2027-03-19T09:47:46.54532+00:00,30535.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-1c85ec5d,ase-a8d2e5f0,POL-1BB1CD9A4254,VEHICULOS,2026-03-22T09:47:46.54532+00:00,2027-03-22T09:47:46.54532+00:00,36573.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-bf2dcfdf,ase-1664e67b,POL-82468C02D969,VEHICULOS,2026-03-23T09:47:46.54532+00:00,2027-03-23T09:47:46.54532+00:00,41200.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-72913354,ase-c2702274,POL-EA0D654342D5,VEHICULOS,2026-05-22T09:47:46.54532+00:00,2027-05-22T09:47:46.54532+00:00,31427.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-a79c6f77,ase-320df147,POL-EA0584CB627A,VEHICULOS,2026-05-03T09:47:46.54532+00:00,2027-05-03T09:47:46.54532+00:00,32992.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-87ae063b,ase-f3c8a78a,POL-F359D8D3A6D7,VEHICULOS,2026-05-17T09:47:46.54532+00:00,2027-05-17T09:47:46.54532+00:00,18288.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-805bf832,ase-f628c1e6,POL-AD8079003D91,VEHICULOS,2026-03-20T09:47:46.54532+00:00,2027-03-20T09:47:46.54532+00:00,12480.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-7614b39a,ase-94bb6b81,POL-11E8DE20BB18,VEHICULOS,2026-05-19T09:47:46.54532+00:00,2027-05-19T09:47:46.54532+00:00,25813.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-60c235cb,ase-c69304fe,POL-1C0EB2AD32FF,VEHICULOS,2026-03-08T09:47:46.54532+00:00,2027-03-08T09:47:46.54532+00:00,25970.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-cf1d5c7f,ase-794d61c9,POL-CCE470205A4B,VEHICULOS,2026-04-03T09:47:46.54532+00:00,2027-04-03T09:47:46.54532+00:00,18810.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-b0c34f35,ase-99c289cd,POL-0AC27F53EC86,VEHICULOS,2026-03-20T09:47:46.54532+00:00,2027-03-20T09:47:46.54532+00:00,40523.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-f95fa28c,ase-07ee607d,POL-A7DB494137AA,VEHICULOS,2026-05-18T09:47:46.54532+00:00,2027-05-18T09:47:46.54532+00:00,22076.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-7be47018,ase-c1ed0929,POL-0CDC1BE02698,VEHICULOS,2026-03-30T09:47:46.54532+00:00,2027-03-30T09:47:46.54532+00:00,33739.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-f482ced6,ase-b055fa50,POL-58E28517EA18,VEHICULOS,2026-05-16T09:47:46.54532+00:00,2027-05-16T09:47:46.54532+00:00,16800.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-99aa0f79,ase-01813626,POL-F993F4A82931,VEHICULOS,2026-05-05T09:47:46.54532+00:00,2027-05-05T09:47:46.54532+00:00,28509.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-6eecee4f,ase-42bb66af,POL-FFBAFA9B0F60,VEHICULOS,2026-05-18T09:47:46.54532+00:00,2027-05-18T09:47:46.54532+00:00,26918.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-3913563e,ase-b83a73d7,POL-985AF29C3C36,VEHICULOS,2026-04-05T09:47:46.54532+00:00,2027-04-05T09:47:46.54532+00:00,37430.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-0e601b37,ase-c95f185e,POL-D86F11D71CD3,VEHICULOS,2026-03-08T09:47:46.54532+00:00,2027-03-08T09:47:46.54532+00:00,38505.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-75430dd6,ase-74d18a09,POL-7968BCB10013,VEHICULOS,2026-04-17T09:47:46.54532+00:00,2027-04-17T09:47:46.54532+00:00,13106.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-163a89b1,ase-66508a03,POL-9BEC3407697F,VEHICULOS,2026-03-02T09:47:46.54532+00:00,2027-03-02T09:47:46.54532+00:00,19753.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-fba75030,ase-9009d074,POL-C9A3F72AEEA0,VEHICULOS,2026-05-27T09:47:46.54532+00:00,2027-05-27T09:47:46.54532+00:00,16144.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-0b6402ac,ase-63902fb1,POL-F13CD541C9EC,VEHICULOS,2026-03-14T09:47:46.54532+00:00,2027-03-14T09:47:46.54532+00:00,14982.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-1578dbc6,ase-cc73aa4e,POL-338EAFFB9E77,VEHICULOS,2026-05-18T09:47:46.54532+00:00,2027-05-18T09:47:46.54532+00:00,35442.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-d6e7a666,ase-211142d5,POL-7803C08DB34A,VEHICULOS,2026-05-14T09:47:46.54632+00:00,2027-05-14T09:47:46.54632+00:00,30994.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-5afe1026,ase-2fe2c088,POL-D9A4F7019F34,VEHICULOS,2026-04-19T09:47:46.54632+00:00,2027-04-19T09:47:46.54632+00:00,17669.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-d9712a5d,ase-1044c921,POL-EBC86A1BF2B9,VEHICULOS,2026-04-01T09:47:46.54632+00:00,2027-04-01T09:47:46.54632+00:00,36996.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-7400a8c9,ase-cde26632,POL-69F0003CF135,VEHICULOS,2026-03-04T09:47:46.54632+00:00,2027-03-04T09:47:46.54632+00:00,14019.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-470a426b,ase-81e0c90f,POL-7C2A1E1CBB14,VEHICULOS,2026-05-07T09:47:46.54632+00:00,2027-05-07T09:47:46.54632+00:00,26409.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-80070148,ase-7393aadf,POL-2A2617466CC4,VEHICULOS,2026-04-07T09:47:46.54632+00:00,2027-04-07T09:47:46.54632+00:00,31331.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-21c251c1,ase-f8286001,POL-475150194C95,VEHICULOS,2026-05-09T09:47:46.54632+00:00,2027-05-09T09:47:46.54632+00:00,31533.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-e7f52e35,ase-32e41ef0,POL-E566F1607DDE,VEHICULOS,2026-03-06T09:47:46.54632+00:00,2027-03-06T09:47:46.54632+00:00,36453.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-aba1bc16,ase-bf72f5e9,POL-9E031A25B83E,VEHICULOS,2026-03-18T09:47:46.54632+00:00,2027-03-18T09:47:46.54632+00:00,21265.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-b078cb13,ase-8ce0a643,POL-9ACA8D49B4D3,VEHICULOS,2026-05-22T09:47:46.54632+00:00,2027-05-22T09:47:46.54632+00:00,12329.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-aa5d4e1b,ase-35e48637,POL-95DAF339A86D,VEHICULOS,2026-03-12T09:47:46.54632+00:00,2027-03-12T09:47:46.54632+00:00,37826.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-5df3016d,ase-4aa20ce4,POL-2418D8049DB5,VEHICULOS,2026-03-18T09:47:46.54632+00:00,2027-03-18T09:47:46.54632+00:00,17578.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-4f77c46e,ase-de30de36,POL-B269C4B7F0E1,VEHICULOS,2026-05-01T09:47:46.54632+00:00,2027-05-01T09:47:46.54632+00:00,34534.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-c8ced97a,ase-c2796ddd,POL-B3730D0DA940,VEHICULOS,2026-04-05T09:47:46.54632+00:00,2027-04-05T09:47:46.54632+00:00,21335.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-20285c8a,ase-7a6716aa,POL-3F1600CB7D32,VEHICULOS,2026-05-04T09:47:46.54632+00:00,2027-05-04T09:47:46.54632+00:00,26469.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-5b88c11c,ase-4d6836c5,POL-A46E2BF8094A,VEHICULOS,2026-04-25T09:47:46.54632+00:00,2027-04-25T09:47:46.54632+00:00,24735.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-c68fb63d,ase-fbf885f7,POL-951B0303659C,VEHICULOS,2026-05-04T09:47:46.54632+00:00,2027-05-04T09:47:46.54632+00:00,15564.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-6ff99fcc,ase-bf604c38,POL-9C55FE46C747,VEHICULOS,2026-03-29T09:47:46.54632+00:00,2027-03-29T09:47:46.54632+00:00,16793.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-4762f31a,ase-6f731b81,POL-62A47D10F17D,VEHICULOS,2026-03-03T09:47:46.54632+00:00,2027-03-03T09:47:46.54632+00:00,16414.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-f8c30c2c,ase-b219aca8,POL-B6E1FDB91809,VEHICULOS,2026-05-15T09:47:46.54632+00:00,2027-05-15T09:47:46.54632+00:00,24937.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-3544c6a0,ase-d17d6ca0,POL-A8A4216ADBFF,VEHICULOS,2026-03-14T09:47:46.54632+00:00,2027-03-14T09:47:46.54632+00:00,43928.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-09cb84ad,ase-4c66fac3,POL-9A897CE9B731,VEHICULOS,2026-04-12T09:47:46.54632+00:00,2027-04-12T09:47:46.54632+00:00,20402.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-f92657f3,ase-d8c4b70f,POL-74541A580B75,VEHICULOS,2026-03-05T09:47:46.54632+00:00,2027-03-05T09:47:46.54632+00:00,27370.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-83672a54,ase-6577a34a,POL-BB0C62B34460,VEHICULOS,2026-04-21T09:47:46.54632+00:00,2027-04-21T09:47:46.54632+00:00,16574.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-dab3ecf8,ase-4e87af86,POL-7278AA3303FA,VEHICULOS,2026-04-17T09:47:46.54632+00:00,2027-04-17T09:47:46.54632+00:00,43841.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-818f4db6,ase-32775de4,POL-A3EFD270815B,VEHICULOS,2026-04-15T09:47:46.54632+00:00,2027-04-15T09:47:46.54632+00:00,32032.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-2da9e512,ase-e48e0772,POL-E3A0CD46B1A8,VEHICULOS,2026-03-14T09:47:46.54632+00:00,2027-03-14T09:47:46.54632+00:00,21987.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-eb90e40f,ase-1410cfaf,POL-A18EF734BD81,VEHICULOS,2026-03-16T09:47:46.54632+00:00,2027-03-16T09:47:46.54632+00:00,35887.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-6f6824c1,ase-0bc26afd,POL-F0EF9F284834,VEHICULOS,2026-04-03T09:47:46.54632+00:00,2027-04-03T09:47:46.54632+00:00,23051.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-18389cc6,ase-0b888dcd,POL-D5F298039D34,VEHICULOS,2026-04-17T09:47:46.54632+00:00,2027-04-17T09:47:46.54632+00:00,28133.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-404f10cd,ase-0768443f,POL-C0EC1912D375,VEHICULOS,2026-03-06T09:47:46.54632+00:00,2027-03-06T09:47:46.54632+00:00,40581.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-16e4e634,ase-e4c9cb82,POL-F2CC92661E5D,VEHICULOS,2026-04-11T09:47:46.54632+00:00,2027-04-11T09:47:46.54632+00:00,20801.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-5c6e4ff6,ase-1d0705c0,POL-2AE1DC4D5BAB,VEHICULOS,2026-04-15T09:47:46.54632+00:00,2027-04-15T09:47:46.54632+00:00,43454.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-c3540b2a,ase-5953548d,POL-F889364FBA07,VEHICULOS,2026-03-31T09:47:46.54632+00:00,2027-03-31T09:47:46.54632+00:00,35510.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-5980b2aa,ase-a192051d,POL-B7339117DE57,VEHICULOS,2026-03-26T09:47:46.54632+00:00,2027-03-26T09:47:46.54632+00:00,19132.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-fed4e403,ase-04763cab,POL-632850EC26C1,VEHICULOS,2026-03-06T09:47:46.54632+00:00,2027-03-06T09:47:46.54632+00:00,17372.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-ed7cd8e1,ase-f8375bbf,POL-B06EE630C59C,VEHICULOS,2026-05-10T09:47:46.54632+00:00,2027-05-10T09:47:46.54632+00:00,24873.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-02ef701c,ase-15b38975,POL-A7D476EBE055,VEHICULOS,2026-03-08T09:47:46.54632+00:00,2027-03-08T09:47:46.54632+00:00,17011.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-847a0c3c,ase-d4c7135e,POL-BC88C5B8D661,VEHICULOS,2026-05-18T09:47:46.54632+00:00,2027-05-18T09:47:46.54632+00:00,13220.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-76e4497f,ase-cd9af5de,POL-2C74AB609CF0,VEHICULOS,2026-03-08T09:47:46.54632+00:00,2027-03-08T09:47:46.54632+00:00,14044.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-8f10544c,ase-d550364b,POL-AB095AEAE9B4,VEHICULOS,2026-03-14T09:47:46.54632+00:00,2027-03-14T09:47:46.54632+00:00,38550.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-a4848b4b,ase-9c8f4a0c,POL-058748577621,VEHICULOS,2026-04-30T09:47:46.54632+00:00,2027-04-30T09:47:46.54632+00:00,14402.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-8db575ec,ase-98a34b26,POL-1C1F5B6E1A2C,VEHICULOS,2026-04-24T09:47:46.54632+00:00,2027-04-24T09:47:46.54632+00:00,42939.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-a540dd8d,ase-e9a96321,POL-B4CF37C9B6DF,VEHICULOS,2026-05-08T09:47:46.54632+00:00,2027-05-08T09:47:46.54632+00:00,35974.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-ee6c35e7,ase-a5aa4db6,POL-006CCE9892CF,VEHICULOS,2026-04-29T09:47:46.54632+00:00,2027-04-29T09:47:46.54632+00:00,31070.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-374baf6b,ase-6cd4d68e,POL-9371945D10E5,VEHICULOS,2026-03-29T09:47:46.54632+00:00,2027-03-29T09:47:46.54632+00:00,44841.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-728524ee,ase-d79dd036,POL-522FB6F2F0DC,VEHICULOS,2026-05-16T09:47:46.54632+00:00,2027-05-16T09:47:46.54632+00:00,38003.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-94a20ffb,ase-71ffb547,POL-627A9B8E50A3,VEHICULOS,2026-03-24T09:47:46.54632+00:00,2027-03-24T09:47:46.54632+00:00,12694.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-0d8bbcbd,ase-aece01ee,POL-50EBF0AF2E57,VEHICULOS,2026-04-27T09:47:46.54632+00:00,2027-04-27T09:47:46.54632+00:00,22868.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-514e548d,ase-36c99d50,POL-56C20932922C,VEHICULOS,2026-05-10T09:47:46.54632+00:00,2027-05-10T09:47:46.54632+00:00,41243.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-19c1d0ad,ase-1c4f3b94,POL-BC0068C3DA65,VEHICULOS,2026-05-05T09:47:46.54632+00:00,2027-05-05T09:47:46.54632+00:00,21581.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-d6fde2a3,ase-8dfccd71,POL-91FB78C67FEA,VEHICULOS,2026-03-27T09:47:46.54632+00:00,2027-03-27T09:47:46.54632+00:00,35514.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-0769b414,ase-4f0b3c08,POL-7A3B7789AE80,VEHICULOS,2026-04-29T09:47:46.54632+00:00,2027-04-29T09:47:46.54632+00:00,43958.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-878ae72d,ase-4182a054,POL-7964039EB300,VEHICULOS,2026-05-19T09:47:46.54632+00:00,2027-05-19T09:47:46.54632+00:00,29324.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-0aff7444,ase-c3dff3a1,POL-267C8A834368,VEHICULOS,2026-04-28T09:47:46.54632+00:00,2027-04-28T09:47:46.54632+00:00,14805.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-e806b589,ase-9915f9c0,POL-BE491803C1BF,VEHICULOS,2026-05-01T09:47:46.54632+00:00,2027-05-01T09:47:46.54632+00:00,35674.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-3a0ccd4b,ase-38c27334,POL-630EFDC6EAE4,VEHICULOS,2026-03-28T09:47:46.54632+00:00,2027-03-28T09:47:46.54632+00:00,41795.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-a15e1a24,ase-23db0bc7,POL-CCBDF6382C59,VEHICULOS,2026-05-22T09:47:46.54632+00:00,2027-05-22T09:47:46.54632+00:00,33238.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-c7179b0d,ase-2bc34868,POL-E2F900122711,VEHICULOS,2026-03-22T09:47:46.54632+00:00,2027-03-22T09:47:46.54632+00:00,29923.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-b6dbc20d,ase-eb71c557,POL-388C8AF8DFCB,VEHICULOS,2026-04-24T09:47:46.54632+00:00,2027-04-24T09:47:46.54632+00:00,23393.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-dbb40d4e,ase-feac1a56,POL-88875CBCDC48,VEHICULOS,2026-03-05T09:47:46.54632+00:00,2027-03-05T09:47:46.54632+00:00,36806.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-eddac4de,ase-ac4f032b,POL-9D0B8DF65688,VEHICULOS,2026-03-13T09:47:46.54632+00:00,2027-03-13T09:47:46.54632+00:00,17101.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-32dcc2a8,ase-24ab0b3d,POL-567F6CC34468,VEHICULOS,2026-04-25T09:47:46.54632+00:00,2027-04-25T09:47:46.54632+00:00,36663.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-11c7b524,ase-53895ade,POL-827C52A42C86,VEHICULOS,2026-03-22T09:47:46.54632+00:00,2027-03-22T09:47:46.54632+00:00,38597.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-38f7ea82,ase-99c2a45c,POL-11E6DE0E7D0B,VEHICULOS,2026-04-13T09:47:46.54632+00:00,2027-04-13T09:47:46.54632+00:00,43906.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-a6a5fb14,ase-6b17c61b,POL-10556552F66C,VEHICULOS,2026-03-11T09:47:46.54632+00:00,2027-03-11T09:47:46.54632+00:00,12432.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-9171515b,ase-af3cbadc,POL-5C967A5CF2BE,VEHICULOS,2026-05-10T09:47:46.54632+00:00,2027-05-10T09:47:46.54632+00:00,40829.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-15d8ca73,ase-0efd53de,POL-EC68A980BF10,VEHICULOS,2026-04-28T09:47:46.54632+00:00,2027-04-28T09:47:46.54632+00:00,17052.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-6e40315d,ase-f4afe396,POL-C5A236FA7897,VEHICULOS,2026-03-06T09:47:46.54632+00:00,2027-03-06T09:47:46.54632+00:00,30403.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-0ef1e11b,ase-86fb65e1,POL-B20E02284349,VEHICULOS,2026-05-08T09:47:46.54632+00:00,2027-05-08T09:47:46.54632+00:00,24249.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-49781500,ase-a7b7ff6c,POL-C0D5ACBF6EDF,VEHICULOS,2026-04-11T09:47:46.54632+00:00,2027-04-11T09:47:46.54632+00:00,19754.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-55009237,ase-0f96f697,POL-6B46D5C6CE1C,VEHICULOS,2026-04-28T09:47:46.54632+00:00,2027-04-28T09:47:46.54632+00:00,39172.0,,,,,,VEHÍCULOS PESADOS,ACTIVA
pol-f6b46d48,ase-49f9727b,POL-D077CB85FFAE,VEHICULOS,2026-05-13T09:47:46.54632+00:00,2027-05-13T09:47:46.54632+00:00,43556.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-16fb9d82,ase-baaa6d81,POL-6483A24DE9E3,VEHICULOS,2026-03-27T09:47:46.54632+00:00,2027-03-27T09:47:46.54632+00:00,43393.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-342dd961,ase-29a21b62,POL-8F4A2E0E9C52,VEHICULOS,2026-03-13T09:47:46.54632+00:00,2027-03-13T09:47:46.54632+00:00,22567.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-7124a99f,ase-56b80a5a,POL-472369A96814,VEHICULOS,2026-04-05T09:47:46.54632+00:00,2027-04-05T09:47:46.54632+00:00,13471.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-f93a94be,ase-430eba99,POL-BE3CE3C78AC1,VEHICULOS,2026-05-22T09:47:46.54632+00:00,2027-05-22T09:47:46.54632+00:00,20381.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-1c55f88c,ase-4c439736,POL-E413A4E439DC,VEHICULOS,2026-03-13T09:47:46.54632+00:00,2027-03-13T09:47:46.54632+00:00,22559.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-9f00c66e,ase-407fcbac,POL-B2D41E21D2C4,VEHICULOS,2026-03-08T09:47:46.54632+00:00,2027-03-08T09:47:46.54632+00:00,14568.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-f584602e,ase-94d7bece,POL-C241F6837F73,VEHICULOS,2026-05-09T09:47:46.54632+00:00,2027-05-09T09:47:46.54632+00:00,15664.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-7cf5e5bc,ase-55d249a8,POL-DB12D1EF5401,VEHICULOS,2026-04-24T09:47:46.54632+00:00,2027-04-24T09:47:46.54632+00:00,23798.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-f7afba7d,ase-68cbd132,POL-55ED9EBBF035,VEHICULOS,2026-04-06T09:47:46.54632+00:00,2027-04-06T09:47:46.54632+00:00,13220.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-3f1371ec,ase-caf1992e,POL-AB4C38715A5E,VEHICULOS,2026-03-04T09:47:46.54632+00:00,2027-03-04T09:47:46.54632+00:00,30576.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-b9ba9a84,ase-c86130ae,POL-7EA158377364,VEHICULOS,2026-04-30T09:47:46.54632+00:00,2027-04-30T09:47:46.54632+00:00,41438.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-7ebcf1d1,ase-a762e202,POL-F949F64A2098,VEHICULOS,2026-03-28T09:47:46.54632+00:00,2027-03-28T09:47:46.54632+00:00,43566.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
pol-daaf3845,ase-c340e681,POL-42116A5615F1,VEHICULOS,2026-04-29T09:47:46.54632+00:00,2027-04-29T09:47:46.54632+00:00,38920.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-c114c324,ase-6bb5b933,POL-BF15FB4F01A2,VEHICULOS,2026-05-09T09:47:46.54632+00:00,2027-05-09T09:47:46.54632+00:00,23919.0,,,,,,TODO RIESGO AUTOMOTRIZ,ACTIVA
pol-b042a62b,ase-ca6e10c0,POL-9BCD460264E0,VEHICULOS,2026-03-04T09:47:46.54632+00:00,2027-03-04T09:47:46.54632+00:00,29335.0,,,,,,VEHÍCULOS LIVIANOS,ACTIVA
