id_siniestro,codigo_siniestro,score_reglas,ml_proba,ml_threshold,ml_alerta,anom_score_0_1,score_final,semaforo,explicacion,cobertura,sucursal,id_proveedor,etiqueta_fraude_simulada
sin-3d5b6b13,SIN-2026-0514,11,0.17552003898072535,0.75,0,0.07593524177037493,15,VERDE,Reporte tardío 4–7d (+3) | RF-07: Narrativa similar (max_sim=0.94) (+8) | ML prob=0.18 | Anomalía=0.08,CHOQUE,QUITO,prov-ea7fe3bc,0
sin-a2a0b355,SIN-2026-0515,12,0.43134287569210616,0.75,0,0.194551219046356,23,VERDE,Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.91) (+8) | ML prob=0.43 | Anomalía=0.19,ROBO,GUAYAQUIL,prov-7d13740f,0
sin-138b7160,SIN-2026-0516,25,0.5891203129125897,0.75,0,0.5945562950347125,43,AMARILLO,Reporte tardío 4–7d (+3) | RF-02: Evidencia documental (adulteración/inconsistencia) (+10) | Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.94) (+8) | ML prob=0.59 | Anomalía=0.59,DAÑOS,QUITO,prov-5526123f,1
sin-798a67eb,SIN-2026-0517,19,0.8995363306892489,0.75,1,0.2547834898142927,40,VERDE,Reporte tardío 4–7d (+3) | Historial asegurado >=3 (+8) | RF-07: Narrativa similar (max_sim=0.95) (+8) | ML prob=0.90 (alerta) | Anomalía=0.25,DAÑOS,GUAYAQUIL,prov-b6b79676,1
sin-2614e260,SIN-2026-0518,20,0.16318423925601278,0.75,0,0.18235665830130657,25,VERDE,RF-06: Robo con reporte tardío >4d (+8) | Docs incompletos (+4) | RF-07: Narrativa similar (max_sim=0.95) (+8) | ML prob=0.16 | Anomalía=0.18,ROBO,GUAYAQUIL,prov-7d13740f,0
sin-64354aff,SIN-2026-0519,18,0.04562104803849717,0.75,0,0.5509184795435765,24,VERDE,RF-02: Evidencia documental (adulteración/inconsistencia) (+10) | RF-07: Narrativa similar (max_sim=0.92) (+8) | ML prob=0.05 | Anomalía=0.55,DAÑOS,MANTA,prov-1f044dba,0
sin-1f8a987b,SIN-2026-0520,8,0.11749437745334354,0.75,0,0.1147625581295283,11,VERDE,RF-07: Narrativa similar (max_sim=0.96) (+8) | ML prob=0.12 | Anomalía=0.11,DAÑOS,QUITO,prov-d50cab08,0
sin-91ea03b7,SIN-2026-0521,12,0.2848122169902639,0.75,0,0.026231812396749172,18,VERDE,Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.93) (+8) | ML prob=0.28 | Anomalía=0.03,ROBO,MANTA,prov-4a51b585,0
sin-4445d91d,SIN-2026-0522,11,0.09244861280765901,0.75,0,0.3299659232551504,16,VERDE,Reporte tardío 4–7d (+3) | RF-07: Narrativa similar (max_sim=0.97) (+8) | ML prob=0.09 | Anomalía=0.33,DAÑOS,MANTA,prov-e9ff4cf2,0
sin-3cbcb4cc,SIN-2026-0523,8,0.15050170994312512,0.75,0,0.10015031547094454,12,VERDE,RF-07: Narrativa similar (max_sim=0.96) (+8) | ML prob=0.15 | Anomalía=0.10,DAÑOS,MANTA,prov-b72e8592,0
sin-161e2ea6,SIN-2026-0524,15,0.3457366354754987,0.75,0,0.24623500318052702,24,VERDE,Borde de vigencia 11–30d (+4) | Reporte tardío 4–7d (+3) | RF-07: Narrativa similar (max_sim=0.94) (+8) | ML prob=0.35 | Anomalía=0.25,CHOQUE,MANTA,prov-0aa23277,0
sin-57715215,SIN-2026-0525,8,0.12691072994730193,0.75,0,0.06699052115536913,11,VERDE,RF-07: Narrativa similar (max_sim=0.95) (+8) | ML prob=0.13 | Anomalía=0.07,CHOQUE,QUITO,prov-0aa23277,0
sin-42b5e78b,SIN-2026-0526,25,0.019911648987154563,0.75,0,0.6688697532118413,32,VERDE,Borde de vigencia 11–30d (+4) | Reporte tardío 4–7d (+3) | RF-02: Evidencia documental (adulteración/inconsistencia) (+10) | RF-07: Narrativa similar (max_sim=0.97) (+8) | ML prob=0.02 | Anomalía=0.67,ROBO,QUITO,prov-c70782ce,0
sin-e1599d75,SIN-2026-0527,15,0.20327920896192792,0.75,0,0.7319397291864488,26,VERDE,Docs incompletos (+4) | Reclamo >=70% suma asegurada (+3) | RF-07: Narrativa similar (max_sim=0.95) (+8) | ML prob=0.20 | Anomalía=0.73,ROBO,QUITO,prov-dcd901e4,0
sin-9b7232d5,SIN-2026-0528,15,0.3350614529184042,0.75,0,0.10364481425784655,23,VERDE,Reporte tardío 4–7d (+3) | Docs incompletos (+4) | RF-07: Narrativa similar (max_sim=0.93) (+8) | ML prob=0.34 | Anomalía=0.10,ROBO,GUAYAQUIL,prov-101c01bc,0
sin-806b7540,SIN-2026-0529,16,0.821363974990758,0.75,1,0.2793644399890333,35,VERDE,Historial asegurado >=3 (+8) | RF-07: Narrativa similar (max_sim=0.95) (+8) | ML prob=0.82 (alerta) | Anomalía=0.28,CHOQUE,MANTA,prov-7d13740f,1
sin-3555015a,SIN-2026-0530,8,0.06620162070693424,0.75,0,0.23465783769448292,12,VERDE,RF-07: Narrativa similar (max_sim=0.95) (+8) | ML prob=0.07 | Anomalía=0.23,ROBO,QUITO,prov-dcd901e4,0
sin-3e2c0b76,SIN-2026-0531,16,0.040628071969873454,0.75,0,0.11746267672062233,18,VERDE,RF-06: Robo con reporte tardío >4d (+8) | RF-07: Narrativa similar (max_sim=0.94) (+8) | ML prob=0.04 | Anomalía=0.12,ROBO,QUITO,prov-7d784f3a,0
sin-228fdb1e,SIN-2026-0532,8,0.039541244708511114,0.75,0,0.1330230885155593,10,VERDE,RF-07: Narrativa similar (max_sim=0.97) (+8) | ML prob=0.04 | Anomalía=0.13,DAÑOS,MANTA,prov-57a6ab33,0
sin-49bde69e,SIN-2026-0533,11,0.14055705803716603,0.75,0,0.27330481518729394,17,VERDE,Reporte tardío 4–7d (+3) | RF-07: Narrativa similar (max_sim=0.92) (+8) | ML prob=0.14 | Anomalía=0.27,CHOQUE,CUENCA,prov-24e38d8f,0
sin-c6af004b,SIN-2026-0534,18,0.07657264998458782,0.75,0,0.5030623265574506,25,VERDE,RF-02: Evidencia documental (adulteración/inconsistencia) (+10) | RF-07: Narrativa similar (max_sim=0.96) (+8) | ML prob=0.08 | Anomalía=0.50,DAÑOS,MANTA,prov-cd675ee2,0
sin-a664a134,SIN-2026-0535,12,0.5156527323508383,0.75,0,0.23947934351648148,25,VERDE,Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.95) (+8) | ML prob=0.52 | Anomalía=0.24,ROBO,MANTA,prov-b28e0eb3,0
sin-02a74f81,SIN-2026-0536,8,0.01771675753626033,0.75,0,0.19125261439361885,10,VERDE,RF-07: Narrativa similar (max_sim=0.93) (+8) | ML prob=0.02 | Anomalía=0.19,ROBO,MANTA,prov-7d784f3a,0
sin-5964dee6,SIN-2026-0537,8,0.025193378870671395,0.75,0,0.14857543751198077,10,VERDE,RF-07: Narrativa similar (max_sim=0.95) (+8) | ML prob=0.03 | Anomalía=0.15,CHOQUE,MANTA,prov-b6b79676,0
sin-4d26f8e0,SIN-2026-0538,8,0.01203131047941549,0.75,0,0.3391889642262045,12,VERDE,RF-07: Narrativa similar (max_sim=0.95) (+8) | ML prob=0.01 | Anomalía=0.34,CHOQUE,MANTA,prov-b0d3cc8d,0
sin-116a4825,SIN-2026-0539,8,0.13217062473312383,0.75,0,0.11422073448061627,12,VERDE,RF-07: Narrativa similar (max_sim=0.94) (+8) | ML prob=0.13 | Anomalía=0.11,CHOQUE,GUAYAQUIL,prov-b845ba48,0
sin-c55de921,SIN-2026-0540,11,0.04871661431999957,0.75,0,0.23490142286931287,14,VERDE,Reporte tardío 4–7d (+3) | RF-07: Narrativa similar (max_sim=0.96) (+8) | ML prob=0.05 | Anomalía=0.23,CHOQUE,MANTA,prov-dcd901e4,0
sin-e75e9915,SIN-2026-0541,16,0.17091159805542966,0.75,0,0.3791896377348555,23,VERDE,RF-06: Robo con reporte tardío >4d (+8) | RF-07: Narrativa similar (max_sim=0.95) (+8) | ML prob=0.17 | Anomalía=0.38,ROBO,QUITO,prov-48386eb3,0
sin-448767af,SIN-2026-0542,20,0.31960009800137257,0.75,0,0.26303335465584465,29,VERDE,Borde de vigencia 11–30d (+4) | RF-06: Robo con reporte tardío >4d (+8) | RF-07: Narrativa similar (max_sim=0.87) (+8) | ML prob=0.32 | Anomalía=0.26,ROBO,CUENCA,prov-0aa23277,0
sin-3383a317,SIN-2026-0543,11,0.29284690740863434,0.75,0,0.09214228340550894,18,VERDE,Reporte tardío 4–7d (+3) | RF-07: Narrativa similar (max_sim=0.97) (+8) | ML prob=0.29 | Anomalía=0.09,DAÑOS,CUENCA,prov-e9ff4cf2,1
sin-81df1f8b,SIN-2026-0544,15,0.46164641554283564,0.75,0,0.21969271265624477,26,VERDE,Reporte tardío 4–7d (+3) | Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.94) (+8) | ML prob=0.46 | Anomalía=0.22,DAÑOS,MANTA,prov-7d13740f,0
sin-f6dc355c,SIN-2026-0545,16,0.2801393189268604,0.75,0,0.13211882495370336,23,VERDE,RF-06: Robo con reporte tardío >4d (+8) | RF-07: Narrativa similar (max_sim=0.96) (+8) | ML prob=0.28 | Anomalía=0.13,ROBO,CUENCA,prov-d14b04f5,0
sin-273c4726,SIN-2026-0546,15,0.47300422736964615,0.75,0,0.11080311036329842,26,VERDE,Reporte tardío 4–7d (+3) | Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.97) (+8) | ML prob=0.47 | Anomalía=0.11,DAÑOS,GUAYAQUIL,prov-1827e2a3,0
sin-06abb7de,SIN-2026-0547,8,0.3323149727425979,0.75,0,0.39352618856911403,19,VERDE,RF-07: Narrativa similar (max_sim=0.89) (+8) | ML prob=0.33 | Anomalía=0.39,ROBO,QUITO,prov-43287921,0
sin-fa863369,SIN-2026-0548,26,0.8552590060751448,0.75,1,0.863189922331148,52,AMARILLO,RF-02: Evidencia documental (adulteración/inconsistencia) (+10) | Historial asegurado >=3 (+8) | RF-07: Narrativa similar (max_sim=0.95) (+8) | ML prob=0.86 (alerta) | Anomalía=0.86,CHOQUE,GUAYAQUIL,prov-dcd901e4,1
sin-29793a47,SIN-2026-0549,16,0.903900061940638,0.75,1,0.29982213640136074,37,VERDE,Historial asegurado >=3 (+8) | RF-07: Narrativa similar (max_sim=0.94) (+8) | ML prob=0.90 (alerta) | Anomalía=0.30,DAÑOS,CUENCA,prov-101c01bc,1
sin-2b886482,SIN-2026-0550,12,0.12910731328646735,0.75,0,0.13922309225213145,16,VERDE,Docs incompletos (+4) | RF-07: Narrativa similar (max_sim=0.97) (+8) | ML prob=0.13 | Anomalía=0.14,DAÑOS,QUITO,prov-0b906778,0
sin-03821a2b,SIN-2026-0551,23,0.8513059605049269,0.75,1,0.28888208426586526,43,AMARILLO,Borde de vigencia 11–30d (+4) | Reporte tardío 4–7d (+3) | Historial asegurado >=3 (+8) | RF-07: Narrativa similar (max_sim=0.94) (+8) | ML prob=0.85 (alerta) | Anomalía=0.29,DAÑOS,CUENCA,prov-b0d3cc8d,1
sin-074263d6,SIN-2026-0552,8,0.04840497333154479,0.75,0,0.203293271548573,11,VERDE,RF-07: Narrativa similar (max_sim=0.96) (+8) | ML prob=0.05 | Anomalía=0.20,DAÑOS,MANTA,prov-b6b79676,0
sin-e6fccc32,SIN-2026-0553,15,0.6229707515862353,0.75,0,0.07019057553542746,28,VERDE,Reporte tardío 4–7d (+3) | Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.95) (+8) | ML prob=0.62 | Anomalía=0.07,DAÑOS,MANTA,prov-b845ba48,0
sin-f92b71f7,SIN-2026-0554,15,0.5952091956455912,0.75,0,0.0989989239868701,28,VERDE,Reporte tardío 4–7d (+3) | Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.91) (+8) | ML prob=0.60 | Anomalía=0.10,CHOQUE,GUAYAQUIL,prov-67084ff8,0
sin-60de7880,SIN-2026-0555,29,0.9844280865566954,0.75,1,0.7268560507733638,56,AMARILLO,Borde de vigencia <=10d (+8) | Reporte tardío >7d (+5) | Historial asegurado >=3 (+8) | RF-07: Narrativa similar (max_sim=0.96) (+8) | ML prob=0.98 (alerta) | Anomalía=0.73,DAÑOS,GUAYAQUIL,prov-b6b79676,1
sin-23b0b714,SIN-2026-0556,12,0.3884034438352303,0.75,0,0.1154390832185732,21,VERDE,Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.97) (+8) | ML prob=0.39 | Anomalía=0.12,DAÑOS,MANTA,prov-b0d3cc8d,0
sin-56cd2d3f,SIN-2026-0557,8,0.0547662586557101,0.75,0,0.08180630362877195,10,VERDE,RF-07: Narrativa similar (max_sim=1.00) (+8) | ML prob=0.05 | Anomalía=0.08,DAÑOS,MANTA,prov-5526123f,0
sin-d02b3a83,SIN-2026-0558,8,0.11659398689697859,0.75,0,0.1902112696683271,12,VERDE,RF-07: Narrativa similar (max_sim=0.92) (+8) | ML prob=0.12 | Anomalía=0.19,CHOQUE,QUITO,prov-b6b79676,0
sin-c9d5658e,SIN-2026-0559,15,0.3415338178418444,0.75,0,0.15690144521460492,23,VERDE,Reporte tardío 4–7d (+3) | Docs incompletos (+4) | RF-07: Narrativa similar (max_sim=0.95) (+8) | ML prob=0.34 | Anomalía=0.16,CHOQUE,CUENCA,prov-1f044dba,0
sin-0eade2e5,SIN-2026-0560,15,0.3296047748524601,0.75,0,0.26232541481167665,24,VERDE,Reporte tardío 4–7d (+3) | Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.93) (+8) | ML prob=0.33 | Anomalía=0.26,CHOQUE,CUENCA,prov-48386eb3,0
sin-aa4c78ac,SIN-2026-0561,28,0.9560540367966763,0.75,1,0.9866368185582703,57,AMARILLO,Borde de vigencia <=10d (+8) | RF-06: Robo con reporte tardío >4d (+8) | Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.91) (+8) | ML prob=0.96 (alerta) | Anomalía=0.99,ROBO,MANTA,prov-b6b79676,1
sin-63a0bc61,SIN-2026-0562,15,0.40710217718005676,0.75,0,0.2526432607320408,26,VERDE,Reporte tardío 4–7d (+3) | Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.92) (+8) | ML prob=0.41 | Anomalía=0.25,DAÑOS,MANTA,prov-0ac26afb,0
sin-cd9d52b9,SIN-2026-0563,11,0.29210995187665484,0.75,0,0.15496769647796696,18,VERDE,Reporte tardío 4–7d (+3) | RF-07: Narrativa similar (max_sim=0.96) (+8) | ML prob=0.29 | Anomalía=0.15,DAÑOS,QUITO,prov-4a51b585,0
sin-cd2202e9,SIN-2026-0564,12,0.5791239218514019,0.75,0,0.6237067230556202,30,VERDE,Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.95) (+8) | ML prob=0.58 | Anomalía=0.62,ROBO,GUAYAQUIL,prov-7d13740f,0
sin-e53d9e64,SIN-2026-0565,18,0.07592654474220972,0.75,0,0.02157314917933102,20,VERDE,RF-03: Proveedor en lista restrictiva (+10) | RF-07: Narrativa similar (max_sim=0.92) (+8) | ML prob=0.08 | Anomalía=0.02,CHOQUE,GUAYAQUIL,prov-0776898a,0
sin-39855c88,SIN-2026-0566,12,0.1235766153937969,0.75,0,0.24014404295545266,17,VERDE,Borde de vigencia 11–30d (+4) | RF-07: Narrativa similar (max_sim=0.94) (+8) | ML prob=0.12 | Anomalía=0.24,CHOQUE,QUITO,prov-0aa23277,0
sin-7c2f05d9,SIN-2026-0567,15,0.6589105706579544,0.75,0,0.04957679223651654,29,VERDE,Reporte tardío 4–7d (+3) | Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.95) (+8) | ML prob=0.66 | Anomalía=0.05,DAÑOS,GUAYAQUIL,prov-a0a6b95e,0
sin-989bcb45,SIN-2026-0568,24,0.9527583654492013,0.75,1,0.42974047261254333,47,AMARILLO,Borde de vigencia <=10d (+8) | Historial asegurado >=3 (+8) | RF-07: Narrativa similar (max_sim=0.95) (+8) | ML prob=0.95 (alerta) | Anomalía=0.43,DAÑOS,GUAYAQUIL,prov-7d13740f,1
sin-7e6ef608,SIN-2026-0569,12,0.2679854338576765,0.75,0,0.13207349965766876,19,VERDE,Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.96) (+8) | ML prob=0.27 | Anomalía=0.13,CHOQUE,MANTA,prov-249f3d32,0
sin-5d9215e1,SIN-2026-0570,16,0.4002235232856704,0.75,0,0.23101624254369746,26,VERDE,RF-06: Robo con reporte tardío >4d (+8) | RF-07: Narrativa similar (max_sim=0.92) (+8) | ML prob=0.40 | Anomalía=0.23,ROBO,GUAYAQUIL,prov-57a6ab33,0
sin-4206153b,SIN-2026-0571,15,0.35105715597309534,0.75,0,0.12415231753073719,23,VERDE,Reporte tardío 4–7d (+3) | Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.91) (+8) | ML prob=0.35 | Anomalía=0.12,ROBO,GUAYAQUIL,prov-b0d3cc8d,0
sin-6736ea35,SIN-2026-0572,15,0.5240830529060267,0.75,0,0.05066833624228798,26,VERDE,Reporte tardío 4–7d (+3) | Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.93) (+8) | ML prob=0.52 | Anomalía=0.05,CHOQUE,MANTA,prov-0ac26afb,0
sin-c739b32b,SIN-2026-0573,22,0.39386253112351116,0.75,0,0.11811598343022024,31,VERDE,RF-03: Proveedor en lista restrictiva (+10) | Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.98) (+8) | ML prob=0.39 | Anomalía=0.12,CHOQUE,GUAYAQUIL,prov-0776898a,0
sin-4ab237a0,SIN-2026-0574,16,0.20409156799468206,0.75,0,0.38857109745774304,24,VERDE,RF-06: Robo con reporte tardío >4d (+8) | RF-07: Narrativa similar (max_sim=0.91) (+8) | ML prob=0.20 | Anomalía=0.39,ROBO,CUENCA,prov-249f3d32,0
sin-7bf603de,SIN-2026-0575,25,0.17985948690454154,0.75,0,0.7685491861001758,36,VERDE,Reporte tardío 4–7d (+3) | RF-02: Evidencia documental (adulteración/inconsistencia) (+10) | Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.94) (+8) | ML prob=0.18 | Anomalía=0.77,ROBO,MANTA,prov-b6b79676,0
sin-b65f9323,SIN-2026-0576,12,0.17726554483113124,0.75,0,0.2828921151607834,18,VERDE,Docs incompletos (+4) | RF-07: Narrativa similar (max_sim=0.93) (+8) | ML prob=0.18 | Anomalía=0.28,ROBO,GUAYAQUIL,prov-7d13740f,0
sin-fbd53eff,SIN-2026-0577,8,0.26842600687331636,0.75,0,0.28532619116985125,16,VERDE,RF-07: Narrativa similar (max_sim=0.90) (+8) | ML prob=0.27 | Anomalía=0.29,ROBO,CUENCA,prov-43287921,0
sin-75768341,SIN-2026-0578,18,0.014109534239858328,0.75,0,0.6479574903987901,25,VERDE,RF-02: Evidencia documental (adulteración/inconsistencia) (+10) | RF-07: Narrativa similar (max_sim=0.95) (+8) | ML prob=0.01 | Anomalía=0.65,ROBO,QUITO,prov-c70782ce,0
sin-2be7221f,SIN-2026-0579,8,0.13633405387286965,0.75,0,0.1432418121825435,12,VERDE,RF-07: Narrativa similar (max_sim=0.96) (+8) | ML prob=0.14 | Anomalía=0.14,DAÑOS,CUENCA,prov-67084ff8,0
sin-da13da01,SIN-2026-0580,8,0.11518313009798829,0.75,0,0.10679916579136067,11,VERDE,RF-07: Narrativa similar (max_sim=0.94) (+8) | ML prob=0.12 | Anomalía=0.11,CHOQUE,MANTA,prov-9ff54158,0
sin-a332acb9,SIN-2026-0581,12,0.058323813535234165,0.75,0,0.09427047006620125,14,VERDE,Docs incompletos (+4) | RF-07: Narrativa similar (max_sim=0.96) (+8) | ML prob=0.06 | Anomalía=0.09,CHOQUE,MANTA,prov-7d13740f,0
sin-e5d33999,SIN-2026-0582,26,0.3694744802248763,0.75,0,0.605814210565743,39,VERDE,Borde de vigencia 11–30d (+4) | RF-02: Evidencia documental (adulteración/inconsistencia) (+10) | Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.93) (+8) | ML prob=0.37 | Anomalía=0.61,CHOQUE,QUITO,prov-d3fcaebd,0
sin-06e28eff,SIN-2026-0583,8,0.02991011878385381,0.75,0,0.14700444066070997,10,VERDE,RF-07: Narrativa similar (max_sim=0.93) (+8) | ML prob=0.03 | Anomalía=0.15,CHOQUE,MANTA,prov-b0d3cc8d,0
sin-608f79ff,SIN-2026-0584,11,0.41443212127137546,0.75,0,0.26828657068556694,22,VERDE,Reporte tardío 4–7d (+3) | RF-07: Narrativa similar (max_sim=0.97) (+8) | ML prob=0.41 | Anomalía=0.27,ROBO,GUAYAQUIL,prov-4a51b585,0
sin-38c2c12d,SIN-2026-0585,12,0.32915313738492985,0.75,0,0.16822361906834973,20,VERDE,Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.86) (+8) | ML prob=0.33 | Anomalía=0.17,ROBO,MANTA,prov-3b49193b,0
sin-3fcfbc40,SIN-2026-0586,12,0.4303386082526948,0.75,0,0.06523094391164715,21,VERDE,Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.94) (+8) | ML prob=0.43 | Anomalía=0.07,DAÑOS,CUENCA,prov-026bdcdd,0
sin-e444f986,SIN-2026-0587,15,0.648652845261541,0.75,0,0.1396927282271494,29,VERDE,Reporte tardío 4–7d (+3) | Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.97) (+8) | ML prob=0.65 | Anomalía=0.14,DAÑOS,QUITO,prov-4f575400,0
sin-070a74d2,SIN-2026-0588,20,0.7704669155751023,0.75,1,0.5055308031487322,40,VERDE,RF-06: Robo con reporte tardío >4d (+8) | Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.93) (+8) | ML prob=0.77 (alerta) | Anomalía=0.51,ROBO,MANTA,prov-24e38d8f,0
sin-e4daa380,SIN-2026-0589,12,0.07546895884058122,0.75,0,0.14524787611857481,15,VERDE,Borde de vigencia 11–30d (+4) | RF-07: Narrativa similar (max_sim=0.94) (+8) | ML prob=0.08 | Anomalía=0.15,DAÑOS,GUAYAQUIL,prov-3b49193b,0
sin-e6bd45d0,SIN-2026-0590,26,0.8948176542313341,0.75,1,0.8434651973603357,52,AMARILLO,RF-02: Evidencia documental (adulteración/inconsistencia) (+10) | Historial asegurado >=3 (+8) | RF-07: Narrativa similar (max_sim=0.96) (+8) | ML prob=0.89 (alerta) | Anomalía=0.84,CHOQUE,CUENCA,prov-0ac26afb,1
sin-4079ceca,SIN-2026-0591,11,0.2999730196786282,0.75,0,0.17056601294602847,19,VERDE,Reporte tardío 4–7d (+3) | RF-07: Narrativa similar (max_sim=0.95) (+8) | ML prob=0.30 | Anomalía=0.17,ROBO,CUENCA,prov-24e38d8f,0
sin-cc1ec89f,SIN-2026-0592,12,0.23426274568257818,0.75,0,0.1650745831313749,18,VERDE,Docs incompletos (+4) | RF-07: Narrativa similar (max_sim=0.92) (+8) | ML prob=0.23 | Anomalía=0.17,DAÑOS,GUAYAQUIL,prov-daaaf317,0
sin-8a4990a6,SIN-2026-0593,20,0.4872145719881916,0.75,0,0.1121452005770664,31,VERDE,RF-06: Robo con reporte tardío >4d (+8) | Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.96) (+8) | ML prob=0.49 | Anomalía=0.11,ROBO,CUENCA,prov-b845ba48,0
sin-4ec81bd1,SIN-2026-0594,8,0.08664544797572982,0.75,0,0.145815359871427,11,VERDE,RF-07: Narrativa similar (max_sim=0.92) (+8) | ML prob=0.09 | Anomalía=0.15,DAÑOS,CUENCA,prov-5184cb01,0
sin-9e467d68,SIN-2026-0595,8,0.19242578595247709,0.75,0,0.12084405074579084,13,VERDE,RF-07: Narrativa similar (max_sim=0.94) (+8) | ML prob=0.19 | Anomalía=0.12,CHOQUE,CUENCA,prov-4fff042a,0
sin-847b13af,SIN-2026-0596,12,0.11618675095496156,0.75,0,0.13692670284352734,16,VERDE,Docs incompletos (+4) | RF-07: Narrativa similar (max_sim=0.97) (+8) | ML prob=0.12 | Anomalía=0.14,DAÑOS,CUENCA,prov-e9ff4cf2,0
sin-3d941885,SIN-2026-0597,22,0.07496446526062113,0.75,0,0.5796472935065996,29,VERDE,Borde de vigencia 11–30d (+4) | RF-02: Evidencia documental (adulteración/inconsistencia) (+10) | RF-07: Narrativa similar (max_sim=0.93) (+8) | ML prob=0.07 | Anomalía=0.58,ROBO,GUAYAQUIL,prov-a0a6b95e,0
sin-2d52308e,SIN-2026-0598,8,0.03424488252762902,0.75,0,0.18750087128005719,11,VERDE,RF-07: Narrativa similar (max_sim=0.94) (+8) | ML prob=0.03 | Anomalía=0.19,CHOQUE,CUENCA,prov-43287921,0
sin-0d701ce0,SIN-2026-0599,18,0.04406729404544964,0.75,0,0.610927814910575,25,VERDE,RF-02: Evidencia documental (adulteración/inconsistencia) (+10) | RF-07: Narrativa similar (max_sim=0.91) (+8) | ML prob=0.04 | Anomalía=0.61,CHOQUE,QUITO,prov-0aa23277,0
sin-d00d0df2,SIN-2026-0600,17,0.32214747416059475,0.75,0,0.5013199012487425,28,VERDE,Borde de vigencia 11–30d (+4) | Reporte tardío >7d (+5) | RF-07: Narrativa similar (max_sim=1.00) (+8) | ML prob=0.32 | Anomalía=0.50,DAÑOS,MANTA,prov-5ddd5177,1
sin-1eb7ddaf,SIN-2026-0601,21,0.07721045435677738,0.75,0,0.558586881378308,28,VERDE,Reporte tardío 4–7d (+3) | RF-02: Evidencia documental (adulteración/inconsistencia) (+10) | RF-07: Narrativa similar (max_sim=0.94) (+8) | ML prob=0.08 | Anomalía=0.56,CHOQUE,MANTA,prov-1827e2a3,0
sin-a0f8ff73,SIN-2026-0602,12,0.22107379043588213,0.75,0,0.07727235237155494,17,VERDE,Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.96) (+8) | ML prob=0.22 | Anomalía=0.08,CHOQUE,MANTA,prov-b0d3cc8d,0
sin-2475be76,SIN-2026-0603,11,0.11652486609629394,0.75,0,0.3124262386223102,16,VERDE,Reporte tardío 4–7d (+3) | RF-07: Narrativa similar (max_sim=0.91) (+8) | ML prob=0.12 | Anomalía=0.31,CHOQUE,QUITO,prov-dcd901e4,0
sin-d7e8b67f,SIN-2026-0604,8,0.19701476281191468,0.75,0,0.08037273673789229,13,VERDE,RF-07: Narrativa similar (max_sim=0.97) (+8) | ML prob=0.20 | Anomalía=0.08,CHOQUE,MANTA,prov-c1720687,0
sin-93e29a12,SIN-2026-0605,8,0.07595188855462656,0.75,0,0.2526037064405403,12,VERDE,RF-07: Narrativa similar (max_sim=0.90) (+8) | ML prob=0.08 | Anomalía=0.25,ROBO,GUAYAQUIL,prov-5184cb01,0
sin-11031012,SIN-2026-0606,11,0.05887150601376307,0.75,0,0.1495525999236323,14,VERDE,Reporte tardío 4–7d (+3) | RF-07: Narrativa similar (max_sim=0.90) (+8) | ML prob=0.06 | Anomalía=0.15,CHOQUE,CUENCA,prov-e90c55e9,0
sin-d4b6778e,SIN-2026-0607,12,0.28760808484200723,0.75,0,0.14027858584323696,19,VERDE,Historial asegurado =2 (+4) | RF-07: Narrativa similar (max_sim=0.91) (+8) | ML prob=0.29 | Anomalía=0.14,ROBO,QUITO,prov-c70782ce,0
sin-481122dd,SIN-2026-0608,8,0.10999873485736193,0.75,0,0.5904112667497703,16,VERDE,RF-07: Narrativa similar (max_sim=0.99) (+8) | ML prob=0.11 | Anomalía=0.59,ROBO,MANTA,prov-0aa23277,0
